Latitude,Longitude,mean_correlation_with_existing_farms,min_distance_to_line_km,avg_capacity_factor,avg_solar_radiation,min_distance_nature_land_km,score_km,score_wind_correlation,score_wind_capacity,score_solar_radiation,score_distance_nature_land,pareto_tier,state,suitability_index,is_suitable,is_suitable_model
-14.75,142.5,0.0548751266584509,283.7,0.17765981,475.39487,82.4,25,45,14,54,67,2,Queensland,34.642158891007846,0,0
-14.75,142.75,0.0570589530935865,259.6,0.19383058,473.04456,81.3,29,43,17,57,66,3,Queensland,36.197237362814654,0,0
-14.75,143.0,0.0636957574558133,236.1,0.20477341,466.91614,80.5,32,38,18,61,66,2,Queensland,37.13166017342298,0,0
-14.75,143.25,0.0719119464779006,213.5,0.19423984,460.74612,57.9,36,33,17,66,54,1,Queensland,35.926474841929604,0,0
-14.75,143.5,0.0674237366499645,192.1,0.15747012,457.38406,30.8,39,36,11,69,36,0,Queensland,33.81876507196117,0,0
-14.75,143.75,0.0474546344152518,171.5,0.13285902,460.86035,3.8,43,54,7,66,6,1,Queensland,33.664648495980984,0,0
-14.75,144.0,0.0219694997206152,152.4,0.15373403,465.668,0.0,46,82,10,62,1,4,Queensland,40.40167315886191,0,0
-14.75,144.25,0.0082667671665105,133.9,0.173295,467.09143,4.9,50,94,14,61,8,6,Queensland,45.872391036982854,0,0
-14.75,144.5,0.0046328318823638,113.8,0.18164125,465.45447,15.4,54,97,15,63,21,7,Queensland,50.42982975429222,0,0
-14.75,144.75,0.0043227803879528,96.5,0.2450261,463.2242,0.0,58,97,25,64,1,6,Queensland,50.944955588154166,0,0
-14.75,145.0,-0.0029234985432898,84.4,0.41488624,462.3087,5.9,61,98,87,65,10,8,,66.08587692781168,1,1
-15.0,125.5,-0.0432356864480035,296.8,0.0679136,496.2473,15.9,24,59,1,34,21,0,Western Australia,26.241622455996804,0,0
-15.0,125.75,-0.0367744947473208,270.3,0.07542728,491.87952,17.6,27,67,2,39,23,2,Western Australia,29.940706076750658,0,0
-15.0,126.0,-0.0260114398108617,243.9,0.09590706,489.35922,38.2,31,78,3,42,41,3,Western Australia,37.14445815292994,0,0
-15.0,126.25,-0.009195258903561,217.7,0.12009021,492.43442,40.6,35,93,5,39,43,3,Western Australia,41.85253143372042,0,0
-15.0,126.5,0.0017804348541955,191.8,0.117511496,497.2152,13.5,39,99,5,32,18,1,Western Australia,40.93862078076432,0,0
-15.0,126.75,-0.0002691211507356,166.2,0.11059313,498.60135,0.0,43,100,4,30,1,1,Western Australia,39.49748330728787,0,0
-15.0,127.0,0.0004177397593767,141.1,0.13054794,500.94562,0.0,48,100,6,28,1,1,Western Australia,41.980618755555284,0,0
-15.0,127.25,0.0122391109576537,117.0,0.1691133,504.18292,3.8,53,91,13,23,6,2,Western Australia,44.167176942431986,0,0
-15.0,127.5,0.0223108497049127,94.4,0.18717405,508.13638,30.9,59,81,16,15,36,1,Western Australia,48.96609863135554,0,0
-15.0,127.75,0.0219333801950727,74.9,0.17098555,514.9329,48.0,63,82,13,2,48,0,Western Australia,51.3260969699891,0,0
-15.0,128.0,0.019423019878533,61.4,0.14439777,517.69495,22.9,67,84,9,1,28,0,Western Australia,49.720932896795276,0,0
-15.0,128.25,0.0129219623235431,58.3,0.16202372,510.7922,0.0,68,90,12,9,1,1,Western Australia,48.12895712309193,0,0
-15.0,128.5,-0.0115641428839548,63.2,0.15600078,511.93015,0.0,66,91,11,6,1,0,Western Australia,47.16006166446752,0,0
-15.0,128.75,-0.0168132709904706,66.3,0.16901308,511.89377,19.7,66,86,13,6,25,0,Western Australia,50.11936778804234,0,0
-15.0,129.0,-0.0193974095551917,75.5,0.1833784,508.83105,44.8,63,84,15,14,46,1,Western Australia,52.74937642098874,0,0
-15.0,129.25,-0.0291984416932488,91.2,0.18735091,509.01877,57.9,59,75,16,13,54,1,Northern Territory,50.80160963693313,0,0
-15.0,129.5,-0.0374692008775171,111.3,0.1828849,504.76575,78.5,55,66,15,22,65,2,Northern Territory,48.94022212430039,0,0
-15.0,129.75,-0.0419000685230241,133.8,0.1693886,498.3971,91.3,50,61,13,31,71,1,Northern Territory,47.11810294590145,0,0
-15.0,130.0,-0.0426991454613882,157.7,0.13820371,497.73297,73.8,45,60,8,32,63,0,Northern Territory,42.55720800525316,0,0
-15.0,130.25,-0.0307166997476347,181.3,0.13063568,495.7965,63.4,41,73,6,35,58,2,Northern Territory,42.46044706539337,0,0
-15.0,130.5,-0.0125590731345471,184.7,0.12461814,497.89822,63.7,40,90,6,31,58,2,Northern Territory,45.6011070073493,0,0
-15.0,130.75,-0.0181295477865552,166.6,0.12608409,501.43964,51.1,43,85,6,27,50,2,Northern Territory,44.40760684842136,0,0
-15.0,131.0,-0.0223881103824602,142.7,0.16135396,502.925,39.0,48,81,12,25,42,2,Northern Territory,45.27337683958675,0,0
-15.0,131.25,-0.0253912596878589,120.0,0.154236,505.44498,38.6,53,78,10,21,41,2,Northern Territory,46.01154464457859,0,0
-15.0,131.5,-0.0310980998888789,99.3,0.13522236,506.61746,19.8,58,73,7,19,25,0,Northern Territory,43.81119684463905,0,0
-15.0,131.75,-0.0270832574848706,80.1,0.13468239,506.66916,27.6,62,77,7,19,33,1,Northern Territory,47.52905989703388,0,0
-15.0,132.0,-0.0137369193269738,65.0,0.14680764,505.43597,46.6,66,89,9,21,47,2,Northern Territory,54.146980765637075,0,0
-15.0,132.25,0.0012163881522913,53.3,0.15556669,503.53534,49.6,69,99,11,24,49,3,Northern Territory,57.93014421287015,0,0
-15.0,132.5,0.0149366950017533,40.1,0.1660742,504.2969,45.3,74,88,13,23,46,3,Northern Territory,57.783009832799,0,0
-15.0,132.75,0.0284962329991339,28.3,0.17541733,504.81934,37.8,78,75,14,22,41,2,Northern Territory,56.4850109883227,0,0
-15.0,133.0,0.0361053898287493,8.7,0.15692557,504.92227,13.4,91,68,11,22,18,1,Northern Territory,56.153474803489146,0,1
-15.0,133.25,0.036914768934782,18.0,0.14864565,503.15677,1.4,84,67,10,25,3,0,Northern Territory,50.55070714436663,0,0
-15.0,133.5,0.0386417820399704,45.0,0.15025443,502.85748,27.2,72,65,10,25,31,2,Northern Territory,49.54132920393874,0,0
-15.0,133.75,0.0383232092396134,72.1,0.15665032,501.28052,54.2,64,65,11,27,52,2,Northern Territory,49.7251291833282,0,0
-15.0,134.0,0.0365709416474038,99.0,0.15795907,498.66434,81.3,58,67,11,30,66,2,Northern Territory,50.148150265165754,0,0
-15.0,134.25,0.0324060037887344,124.7,0.15306097,497.60034,108.4,52,72,10,32,77,2,Northern Territory,50.57150403863455,0,0
-15.0,134.5,0.0260864849457339,150.4,0.14990543,495.20328,135.5,46,78,10,35,86,4,Northern Territory,50.5637834900172,0,0
-15.0,134.75,0.0106219011769142,176.3,0.14299244,492.49268,162.6,42,92,9,39,90,5,Northern Territory,52.78809091784839,0,0
-15.0,135.0,0.0010892427626198,202.6,0.12599832,492.22623,178.4,37,100,6,39,92,4,Northern Territory,52.01512875214753,0,0
-15.0,135.25,-0.0186088820686563,229.1,0.14099711,498.96576,164.4,33,85,8,30,90,3,Northern Territory,46.78370463140485,0,0
-15.0,135.5,-0.0362277689234664,255.3,0.20113131,503.0121,151.5,29,68,18,25,88,1,Northern Territory,43.18787972600307,0,0
-15.0,141.75,0.0482765299356764,304.5,0.17389402,491.3173,45.5,23,53,14,40,47,1,Queensland,31.26089079636797,0,0
-15.0,142.0,0.0521928757855979,312.1,0.15114596,479.79254,39.1,22,48,10,51,42,1,Queensland,29.267493676639592,0,0
-15.0,142.25,0.0513005313402529,297.8,0.1639429,477.9953,46.3,24,49,12,52,47,2,Queensland,31.16850366770266,0,0
-15.0,142.5,0.0593027417681046,272.7,0.18072426,478.13522,59.3,27,41,15,52,55,2,Queensland,32.7648819033979,0,0
-15.0,142.75,0.0654697504570885,247.6,0.19713798,476.71512,78.0,30,37,17,53,65,1,Queensland,34.912631174496404,0,0
-15.0,143.0,0.0711488495004319,222.9,0.2053378,471.97614,83.2,34,33,19,57,67,1,Queensland,36.7220988331039,0,0
-15.0,143.25,0.0756718875718347,198.8,0.20107734,466.05334,56.3,38,31,18,62,53,1,Queensland,36.11081581824847,0,0
-15.0,143.5,0.0683342190725462,175.6,0.17386124,461.92117,29.3,42,35,14,65,34,1,Queensland,35.27224899573512,0,0
-15.0,143.75,0.0475501116187799,153.7,0.14842296,457.78403,2.3,46,54,9,68,4,1,Queensland,35.06020716199709,0,0
-15.0,144.0,0.025395537177766,133.0,0.15619455,456.1827,0.0,50,78,11,70,1,5,Queensland,41.06698746264281,0,0
-15.0,144.25,0.0098369782058788,113.9,0.17630365,451.5434,0.0,54,92,14,73,1,6,Queensland,46.80992720710546,0,0
-15.0,144.5,-0.0006716624756033,95.6,0.21310164,444.49017,6.0,58,100,20,78,10,7,Queensland,52.401313435571794,0,0
-15.0,144.75,0.0019747728836678,75.2,0.22643267,441.52484,10.1,63,99,22,79,15,7,Queensland,55.65351544768927,0,0
-15.0,145.0,0.0004828275913106,59.1,0.28481102,448.8809,3.8,68,100,35,75,6,8,Queensland,58.922997211508594,1,0
-15.0,145.25,-0.0086659127238644,52.6,0.45003265,458.2659,14.6,69,93,95,68,19,10,Queensland,71.676015447824,1,1
-15.25,125.0,-0.0304951213610669,346.2,0.07440227,499.48605,0.0,18,73,2,29,1,0,Western Australia,23.90241550170184,0,0
-15.25,125.25,-0.044975928509874,319.3,0.059723463,495.33948,0.0,21,57,1,35,1,0,Western Australia,21.85439744035122,0,0
-15.25,125.5,-0.0450682411591212,292.4,0.06345327,492.0029,0.0,24,57,1,39,1,1,Western Australia,23.568022379835792,0,0
-15.25,125.75,-0.0301500642206519,265.5,0.07932557,488.32816,7.5,28,74,2,43,12,2,Western Australia,30.353336187892168,0,0
-15.25,126.0,-0.0162227336647144,238.6,0.1073848,488.4655,34.6,32,87,4,43,38,4,Western Australia,38.751848940038116,0,0
-15.25,126.25,0.0019067827711946,211.9,0.12874673,493.33652,38.6,36,99,6,38,41,2,Western Australia,43.430092242419086,0,0
-15.25,126.5,0.0138138298598538,185.1,0.12771377,499.12402,13.5,40,89,6,30,18,1,Western Australia,39.107736145460684,0,0
-15.25,126.75,0.0090972511807367,158.5,0.13003716,502.67484,0.0,45,93,6,26,1,0,Western Australia,39.25661334484446,0,0
-15.25,127.0,0.0138759474003953,132.1,0.15208814,504.93433,0.0,50,89,10,22,1,0,Western Australia,41.1309323472553,0,0
-15.25,127.25,0.0292403611066263,106.0,0.18274249,507.69547,3.8,56,75,15,16,6,1,Western Australia,42.04413400003152,0,0
-15.25,127.5,0.0392332703548683,80.5,0.19457242,510.791,30.9,62,64,17,9,36,0,Western Australia,47.445925660114796,0,0
-15.25,127.75,0.0343662283876689,56.4,0.14996438,512.83545,44.3,68,70,10,4,46,0,Western Australia,50.290727474014986,0,0
-15.25,128.0,0.0235063659758972,36.7,0.119217865,512.5572,18.2,75,80,5,5,24,0,Western Australia,50.74036005762114,0,0
-15.25,128.5,-0.0158698382798493,35.8,0.13880752,510.0711,13.7,75,87,8,10,18,1,Western Australia,52.602358147816986,0,0
-15.25,128.75,-0.0195887832935633,39.9,0.14147986,508.8732,21.3,74,84,8,14,26,1,Western Australia,52.396354967148575,0,0
-15.25,129.0,-0.0289097619501782,52.7,0.13469538,508.4583,19.5,69,75,7,14,25,0,Western Australia,48.44364546757913,0,0
-15.25,129.25,-0.0403766157931559,73.3,0.13834895,507.6025,41.5,64,63,8,17,43,0,Northern Territory,47.558850120580544,0,0
-15.25,129.5,-0.0497309233583066,97.0,0.1439695,506.79254,57.6,58,51,9,18,54,0,Northern Territory,44.128067854618735,0,0
-15.25,129.75,-0.0517898351597111,120.9,0.13840528,503.24966,72.3,52,49,8,25,63,0,Northern Territory,42.931002889026786,0,0
-15.25,130.0,-0.0419058490433685,144.1,0.12918496,500.92548,52.8,48,61,6,28,51,0,Northern Territory,41.544767153482766,0,0
-15.25,130.25,-0.0283716856865101,168.5,0.13157943,500.66434,37.0,43,75,7,28,40,0,Northern Territory,40.88931817734939,0,0
-15.25,130.5,-0.0224652610807901,193.6,0.12647782,501.65073,37.5,39,81,6,27,40,1,Northern Territory,40.60356300373387,0,0
-15.25,130.75,-0.0278244138745191,180.2,0.14003527,503.36594,35.5,41,76,8,25,39,1,Northern Territory,40.53861326205505,0,0
-15.25,131.0,-0.0260358830159973,158.2,0.1732542,504.7297,12.8,45,78,14,22,17,2,Northern Territory,40.27253851329742,0,0
-15.25,131.25,-0.0219574730873795,137.7,0.1722123,506.17865,17.3,49,82,13,20,23,2,Northern Territory,42.96180191755207,0,0
-15.25,131.5,-0.0286923851152615,118.6,0.15859988,507.1634,27.6,53,75,11,17,33,1,Northern Territory,44.52135421824194,0,0
-15.25,131.75,-0.0328278168370681,102.0,0.16089457,506.65103,48.5,57,71,12,19,49,1,Northern Territory,47.57518046754017,0,0
-15.25,132.0,-0.0257007823857877,90.5,0.16866943,505.03485,66.1,60,78,13,22,59,3,Northern Territory,51.871996442102585,0,0
-15.25,132.25,-0.0146313618347492,77.9,0.16057709,504.12576,75.5,63,88,12,23,64,3,Northern Territory,56.37609916803086,0,0
-15.25,132.5,-0.0022028494038663,63.9,0.16764753,504.56076,72.6,66,99,13,23,63,4,Northern Territory,59.161466287781955,1,0
-15.25,132.75,0.0095729490232077,37.8,0.17922416,504.94696,49.7,74,93,15,22,50,3,Northern Territory,60.06311043433811,1,0
-15.25,133.0,0.0191146253563818,12.1,0.17129846,504.7838,31.9,88,84,13,22,37,3,Northern Territory,60.966446062000124,1,1
-15.25,133.25,0.0262027418393353,13.3,0.15661599,503.88312,25.7,87,77,11,24,30,3,Northern Territory,58.058277316716755,0,0
-15.25,133.5,0.0294115993820707,38.9,0.15143083,503.04233,38.2,74,74,10,25,41,3,Northern Territory,53.853664518004464,0,0
-15.25,133.75,0.0280509901970314,64.6,0.15591763,501.79828,61.1,66,76,11,27,56,3,Northern Territory,53.279145195045544,0,0
-15.25,134.0,0.0225589790714106,90.8,0.1568657,499.38898,86.4,59,81,11,30,70,3,Northern Territory,53.95878315585318,0,0
-15.25,134.25,0.019923631065259,117.3,0.15187286,497.61884,112.6,53,83,10,32,79,3,Northern Territory,52.984683439753816,0,0
-15.25,134.5,0.0069301280592169,143.5,0.15711576,495.6087,135.0,48,95,11,35,85,4,Northern Territory,54.901820544371745,0,0
-15.25,134.75,-0.0082941012423751,169.9,0.1547998,493.10837,142.9,43,94,11,38,87,4,Northern Territory,52.97793457704933,0,0
-15.25,135.0,-0.0120933440142488,196.4,0.1387029,493.00296,153.7,38,91,8,38,89,4,Northern Territory,50.33782825692031,0,0
-15.25,135.25,-0.0179260548226357,223.0,0.13220415,497.05194,142.0,34,85,7,33,87,3,Northern Territory,46.55883768950662,0,0
-15.25,135.5,-0.0340920910643901,249.7,0.15613282,501.31888,126.9,30,70,11,27,84,1,Northern Territory,42.28182511392468,0,0
-15.25,135.75,-0.0455120191374416,276.5,0.17409396,503.70798,116.2,26,57,14,24,80,0,Northern Territory,37.621714657890294,0,0
-15.25,141.75,0.0509487589968124,278.0,0.15690184,491.41705,25.7,26,50,11,40,30,0,Queensland,29.261201734999148,0,0
-15.25,142.0,0.0599388599307054,286.3,0.14743976,481.82413,12.1,25,41,9,49,17,0,Queensland,24.803887932452028,0,0
-15.25,142.25,0.0580506401491307,287.8,0.16061263,479.9499,21.2,25,42,12,50,26,1,Queensland,27.339950628296435,0,0
-15.25,142.5,0.0670392872499568,262.4,0.1840885,479.9484,39.4,28,36,15,50,42,0,Queensland,30.13344338944142,0,0
-15.25,142.75,0.0736702275662017,237.2,0.19835103,478.9407,62.0,32,32,18,51,56,0,Queensland,33.546346801416995,0,0
-15.25,143.0,0.0782308661689361,212.3,0.21489798,475.67545,82.8,36,30,20,54,67,1,Queensland,36.62071178863277,0,0
-15.25,143.25,0.0800913494934017,187.0,0.21166928,470.65408,56.1,40,29,19,58,53,0,Queensland,36.289974329818236,0,0
-15.25,143.5,0.0716473358284149,162.2,0.19349983,465.6478,30.1,44,33,17,62,35,0,Queensland,36.13511207659871,0,0
-15.25,143.75,0.0543920244766576,138.2,0.16255939,459.90924,11.4,49,46,12,67,16,1,Queensland,37.116767865605524,0,0
-15.25,144.0,0.0362162890189903,115.5,0.15909454,455.38794,8.7,54,68,12,70,13,3,Queensland,43.09806141186768,0,0
-15.25,144.25,0.0143495335082878,94.6,0.15758485,449.21777,0.0,59,89,11,75,1,6,Queensland,47.452202819149605,0,0
-15.25,144.5,-4.862972474213512e-05,75.4,0.20513037,442.02103,0.0,63,100,18,79,1,7,Queensland,52.76724742474115,0,0
-15.25,144.75,0.0005664914003795,57.6,0.23611231,438.2673,8.2,68,100,23,81,12,8,Queensland,57.87972422146133,0,0
-15.25,145.0,0.002714966421592,36.7,0.26971224,445.9001,22.2,75,98,31,77,27,9,Queensland,63.91762653160067,1,1
-15.25,145.25,-0.0099509383086115,25.1,0.42194676,458.5855,18.5,80,92,88,68,24,9,Queensland,74.9950874027095,1,1
-15.5,124.5,-0.0009969876813037,398.5,0.111164644,502.7547,46.0,13,100,4,25,47,0,Western Australia,34.35907000976417,0,0
-15.5,124.75,-0.0138123027060092,371.5,0.07374873,497.1612,23.8,16,89,2,33,28,0,Western Australia,30.558453369366354,0,0
-15.5,125.0,-0.0330356905640136,344.5,0.055142462,492.74283,10.0,18,71,1,39,15,0,,25.748848805694173,0,0
-15.5,125.25,-0.044146682636901,317.5,0.05800966,489.25662,0.0,21,58,1,42,1,1,Western Australia,22.383705790581214,0,0
-15.5,125.5,-0.0392347728079628,290.5,0.06897064,487.15762,0.0,24,64,1,44,1,2,Western Australia,24.99837941961063,0,0
-15.5,125.75,-0.025075213387165,263.5,0.09056695,489.07187,7.5,28,79,2,43,12,3,Western Australia,30.989056676154483,0,0
-15.5,126.0,-0.0079310808341861,236.5,0.12166444,491.8811,34.6,32,94,5,39,38,3,Western Australia,40.11128688101845,0,0
-15.5,126.25,0.0079452198237136,209.5,0.13496295,495.8176,38.2,36,94,7,34,41,2,Western Australia,42.46079207271385,0,0
-15.5,126.5,0.0090228744072928,182.5,0.1367265,500.87894,12.9,41,93,7,28,17,0,Western Australia,40.2795812816433,0,0
-15.5,126.75,0.0113107462884813,155.4,0.1504355,504.47705,7.6,45,91,10,23,12,2,Western Australia,41.151387453277245,0,0
-15.5,127.0,0.025585325677613,128.4,0.17503838,508.6842,20.8,51,78,14,14,26,0,Western Australia,43.05354877678129,0,0
-15.5,127.25,0.0396491212759255,101.4,0.20262556,511.18976,20.0,57,64,18,8,25,0,Western Australia,43.0938020760584,0,0
-15.5,127.5,0.0451380996431301,74.4,0.1696758,512.6623,36.5,64,57,13,4,40,0,Western Australia,45.8973900518542,0,0
-15.5,127.75,0.0354791260767905,47.5,0.123082854,514.0256,49.2,71,68,5,2,49,0,Western Australia,50.49512745515293,0,0
-15.5,128.0,0.0100915759835126,20.6,0.09542661,511.86447,22.2,82,92,3,6,27,0,Western Australia,56.17178662137319,0,0
-15.5,128.25,-0.0080758520476852,7.3,0.11879902,511.22086,0.8,92,94,5,7,2,1,Western Australia,57.04089834231166,0,0
-15.5,128.5,-0.0188468085380182,8.4,0.12941979,509.56348,12.9,91,85,6,12,17,1,Western Australia,57.727736798863205,0,1
-15.5,128.75,-0.0228591376571871,14.4,0.13442,506.50162,17.1,86,81,7,19,22,0,Western Australia,56.340917711835644,0,0
-15.5,129.0,-0.0323836609843142,36.5,0.13279413,505.72577,15.1,75,72,7,20,21,0,Western Australia,49.93793422540613,0,0
-15.5,129.25,-0.0431886106493905,60.9,0.14273183,504.33594,26.0,67,60,9,23,30,1,Northern Territory,46.06933809237208,0,0
-15.5,129.5,-0.0510422636558013,83.5,0.15031208,503.413,33.8,61,50,10,24,38,0,Northern Territory,43.35707168869462,0,0
-15.5,129.75,-0.0506754860470426,108.0,0.13001765,504.49667,54.3,55,50,6,23,52,0,Northern Territory,42.449596053947566,0,0
-15.5,130.0,-0.0400659577970925,133.4,0.12249504,504.317,35.4,50,63,5,23,39,0,Northern Territory,40.886828379260244,0,0
-15.5,130.25,-0.0379898388803537,159.4,0.14849705,504.12085,14.7,45,66,10,24,19,0,Northern Territory,37.23807871938637,0,0
-15.5,130.5,-0.0371264088654979,185.6,0.14699364,504.37683,15.1,40,67,9,23,21,0,Northern Territory,35.40810723682733,0,0
-15.5,130.75,-0.0374198521609373,196.5,0.14108276,505.1725,31.3,38,66,8,21,36,0,Northern Territory,36.43434904220419,0,0
-15.5,131.0,-0.0291243277800579,176.1,0.14669839,505.385,6.7,42,75,9,21,11,1,Northern Territory,36.60222289692548,0,0
-15.5,131.25,-0.0258837816984547,157.1,0.15653962,506.76288,0.0,45,78,11,18,1,0,Northern Territory,36.84334673561893,0,0
-15.5,131.5,-0.0288789682977256,139.9,0.17831607,507.83466,11.7,48,75,15,16,16,1,Northern Territory,40.03902223381234,0,0
-15.5,131.75,-0.0344032382725605,126.2,0.18293165,507.34866,37.8,51,70,15,17,41,1,Northern Territory,44.27811495347164,0,0
-15.5,132.0,-0.0387314243996072,114.4,0.17475514,505.94647,64.7,54,65,14,20,59,1,Northern Territory,47.141634019326425,0,0
-15.5,132.25,-0.032898814275506,97.4,0.1624219,504.98734,91.6,58,71,12,22,72,2,Northern Territory,51.550903534395,0,0
-15.5,132.5,-0.0248262982870939,71.7,0.16637944,505.19604,88.0,64,79,13,21,70,3,Northern Territory,55.75963879269529,0,0
-15.5,132.75,-0.0114835482150305,46.8,0.17968668,505.75266,69.4,71,91,15,20,61,3,Northern Territory,59.363476131808234,1,1
-15.5,133.0,0.0012697622113462,20.7,0.17756014,505.20767,56.4,82,99,14,21,53,3,Northern Territory,64.57960376257233,1,1
-15.5,133.25,0.0154286295826923,5.8,0.16714963,504.7447,53.1,93,88,13,22,51,4,Northern Territory,66.45831988591263,1,1
-15.5,133.5,0.0192209636710772,31.9,0.15953054,503.98633,60.2,77,84,12,24,55,3,Northern Territory,59.03731455852284,1,0
-15.5,133.75,0.0196025647921487,58.5,0.16272208,502.28436,76.7,68,84,12,26,65,3,Northern Territory,57.5166662804569,0,0
-15.5,134.0,0.0182030538956279,85.3,0.15986802,500.92493,98.0,61,85,12,28,74,4,Northern Territory,56.22227749077479,0,0
-15.5,134.25,0.0080784597578236,112.2,0.16348672,497.7343,104.6,54,94,12,32,76,4,Northern Territory,56.33066931218231,0,0
-15.5,134.5,-0.0025180169314678,139.2,0.17147951,495.4541,108.3,48,98,13,35,77,4,Northern Territory,54.778876354687114,0,0
-15.5,134.75,-0.015411141349995,166.1,0.18199433,494.20575,117.2,43,88,15,37,80,4,Northern Territory,51.7183434517128,0,0
-15.5,135.0,-0.0194770151826863,193.1,0.1621951,494.29865,130.1,39,84,12,37,84,4,Northern Territory,49.233330674527444,0,0
-15.5,135.25,-0.0230222013481016,220.1,0.14127067,494.51566,121.8,35,80,8,36,82,3,Northern Territory,46.05677617620395,0,0
-15.5,135.5,-0.0350928718274753,247.1,0.13677986,494.3913,103.8,31,69,7,37,76,2,Northern Territory,40.693090952376465,0,0
-15.5,135.75,-0.0465694471484138,274.1,0.14283821,496.5124,90.4,27,55,9,33,71,0,Northern Territory,35.87424499297879,0,0
-15.5,136.0,-0.0553175567452507,301.1,0.15480216,498.65543,83.8,23,45,11,30,67,0,Northern Territory,31.801928180721262,0,0
-15.5,136.25,-0.0604241255194037,328.1,0.19843087,498.003,63.8,20,40,18,31,58,0,Northern Territory,29.87592641669144,0,0
-15.5,141.5,0.0110879985626698,245.1,0.17711245,494.51495,49.0,31,91,14,36,49,3,Queensland,42.33983707394455,0,0
-15.5,141.75,0.0464348864032044,251.6,0.13142423,490.5599,23.5,30,55,6,41,28,0,Queensland,29.96514650591556,0,0
-15.5,142.0,0.062819115122381,260.7,0.13300465,483.2034,2.1,29,39,7,48,4,0,Queensland,24.036121488700328,0,0
-15.5,142.25,0.0642302556584278,272.2,0.15395573,482.0833,1.6,27,38,10,49,3,0,Queensland,23.58241815520451,0,0
-15.5,142.5,0.0696534582879394,252.9,0.16862082,481.60556,28.6,30,34,13,49,34,0,Queensland,28.95824955695678,0,0
-15.5,142.75,0.0776437765674754,227.5,0.18754655,481.35666,55.6,33,30,16,49,53,0,Queensland,33.030160300659354,0,0
-15.5,143.0,0.08227499365097,202.3,0.1957435,478.46686,82.6,37,28,17,52,67,0,Queensland,36.274070076296134,0,0
-15.5,143.25,0.0857987617231196,176.8,0.20468445,474.52145,67.2,42,27,18,55,60,0,Queensland,37.28632497906821,0,0
-15.5,143.5,0.0803104314598299,151.8,0.18770216,469.80014,47.8,46,29,16,59,48,0,Queensland,37.464290420600264,0,0
-15.5,143.75,0.0705971417992952,126.7,0.16068915,464.65552,38.8,51,34,12,63,41,0,Queensland,39.03773588065092,0,0
-15.5,144.0,0.0526552796186435,101.6,0.14706463,460.051,27.2,57,48,9,67,31,1,Queensland,41.818230207319026,0,0
-15.5,144.25,0.0245640565901772,77.6,0.15175255,454.325,10.3,63,79,10,71,15,6,Queensland,48.98009480592453,0,0
-15.5,144.5,0.0041820471635132,56.3,0.19667268,449.1583,1.4,68,97,17,75,3,7,Queensland,54.062931117587304,0,0
-15.5,144.75,0.0042779238902897,37.1,0.21518092,445.7907,18.8,75,97,20,77,24,8,Queensland,60.61206725806957,1,1
-15.5,145.0,0.0041224876119356,21.8,0.23399462,452.365,20.1,82,97,23,73,25,8,Queensland,64.26022295585548,1,1
-15.5,145.25,-0.0071731499922905,1.3,0.38593104,464.02206,0.1,99,95,79,64,1,8,Queensland,77.6881244773593,1,1
-15.75,124.5,-0.0006949349539354,398.9,0.10236468,496.93878,62.3,13,100,3,33,56,0,Western Australia,35.82299828864317,0,0
-15.75,124.75,-0.0163455378042445,371.9,0.069697805,491.71686,46.9,16,87,1,40,48,0,Western Australia,33.252762934883286,0,0
-15.75,125.0,-0.0256032474904454,345.0,0.06377365,486.64142,24.5,18,78,1,45,29,1,Western Australia,29.862575194133548,0,0
-15.75,125.25,-0.0349655956972301,318.1,0.07029755,482.95648,0.0,21,69,1,48,1,2,Western Australia,24.762200532033194,0,0
-15.75,125.5,-0.0343107099982998,291.2,0.07851934,486.72867,0.0,24,70,2,45,1,3,Western Australia,26.122595145671703,0,0
-15.75,125.75,-0.0228620404632584,264.3,0.10197571,490.5868,7.5,28,81,3,41,12,2,Western Australia,31.603706413640282,0,0
-15.75,126.0,-0.0050617908888463,237.5,0.13363534,495.48785,34.5,32,96,7,35,38,2,Western Australia,40.84311281744456,0,0
-15.75,126.25,0.0060154886907964,210.6,0.1402593,498.6147,51.1,36,96,8,30,50,1,Western Australia,44.04765414644717,0,0
-15.75,126.5,0.008524613589647,183.9,0.14361542,503.25354,35.7,40,93,9,25,39,1,Western Australia,43.8215303415602,0,0
-15.75,126.75,0.0127570822477407,157.2,0.17013103,506.75882,34.8,45,90,13,18,39,2,Western Australia,45.52496396770498,0,0
-15.75,127.0,0.0212343804732881,130.6,0.19578843,510.6565,44.6,50,82,17,9,46,1,Western Australia,47.11154907571596,0,0
-15.75,127.25,0.0296106025975729,104.2,0.18778725,513.30066,47.2,56,74,16,3,48,0,Western Australia,47.88192503218961,0,0
-15.75,127.5,0.0327547480097217,78.2,0.15602748,514.8532,56.3,62,71,11,2,53,0,Western Australia,49.39749981727189,0,0
-15.75,127.75,0.0192024876862498,53.2,0.110459514,514.8837,53.1,69,84,4,2,51,0,Western Australia,52.72681253912905,0,0
-15.75,128.0,-0.0030392626824323,30.1,0.0849791,512.7909,26.9,77,98,2,4,31,0,Western Australia,55.80423318049244,0,0
-15.75,128.25,-0.0149725973337245,16.4,0.10127896,511.96738,2.1,85,88,3,6,4,0,Western Australia,53.13799099279757,0,0
