Latitude,Longitude,mean_correlation_with_existing_farms,min_distance_to_line_km,avg_capacity_factor,avg_solar_radiation,min_distance_nature_land_km,score_km,score_wind_correlation,score_wind_capacity,score_solar_radiation,score_distance_nature_land,pareto_tier,state,suitability_index,is_suitable,is_suitable_model
-27.0,125.5,0.0454348639601015,475.5,0.4477114,478.0671,112.0,8,57,95,52,79,5,Western Australia,47.7590561362992,0,0
-27.0,125.75,0.047272818158741,499.4,0.43342158,477.15744,112.1,7,54,91,53,79,5,Western Australia,46.419454140220964,0,0
-27.0,126.0,0.0467085090122141,523.3,0.4151312,477.4626,112.0,6,55,87,53,79,5,Western Australia,45.50566693366195,0,0
-27.0,126.25,0.0415601967745238,547.3,0.38838273,478.56134,112.1,4,62,80,52,79,5,Western Australia,44.199246810574614,0,0
-27.0,126.5,0.0424266395469506,571.3,0.3909865,478.9478,112.0,4,61,80,51,79,4,Western Australia,44.02022094477032,0,0
-27.0,126.75,0.0499852484757346,595.4,0.36956516,478.89258,114.6,3,51,74,51,79,3,Western Australia,40.43183074470236,0,0
-27.0,127.0,0.0656445130550613,619.5,0.3278014,478.75494,122.1,2,37,57,52,82,0,Western Australia,34.55130980455362,0,0
-27.0,127.25,0.0736609995143399,643.6,0.31119794,476.3017,133.7,1,32,46,54,85,0,Western Australia,31.665579596200175,0,0
-27.0,127.5,0.0640743107246678,667.7,0.2976347,474.87595,148.5,1,38,39,55,88,0,Western Australia,32.0672656085312,0,0
-27.0,127.75,0.0355379526436861,691.9,0.31229135,473.4892,165.5,1,68,47,56,90,1,Western Australia,39.60719209528488,0,0
-27.0,128.0,0.0318454398596215,676.5,0.34382388,472.46878,158.8,1,72,65,57,90,2,Western Australia,43.89144381181685,0,0
-27.0,128.25,0.0475694489887072,655.4,0.3331175,471.9147,145.1,1,54,60,57,87,1,Western Australia,38.99865451944791,0,0
-27.0,128.5,0.0616982736142485,634.5,0.3025814,471.74957,134.4,2,40,41,58,85,1,Western Australia,32.65325109378445,0,0
-27.0,128.75,0.055768968789683,613.9,0.29321557,470.76385,127.6,2,44,38,58,84,1,Western Australia,32.6763642011746,0,0
-27.0,129.0,0.0271721878554672,593.7,0.3203848,470.16797,125.2,3,77,52,59,83,1,Western Australia,42.77721706829393,0,0
-27.0,129.25,0.0155323766083234,573.8,0.343525,469.04434,125.3,3,88,65,60,83,3,South Australia,47.30634457785075,0,0
-27.0,129.5,0.0191736622824377,554.3,0.34463692,468.31195,125.4,4,84,66,60,83,3,South Australia,46.96862572212984,0,0
-27.0,129.75,0.0267018401507465,535.2,0.35432646,467.78198,125.5,5,77,69,61,83,3,South Australia,46.96687904762169,0,0
-27.0,130.0,0.03450086151161,516.7,0.3434406,467.93027,125.5,6,69,65,60,83,2,South Australia,44.76569284735444,0,0
-27.0,130.25,0.0395275396871424,498.6,0.33795464,468.32208,125.4,7,64,63,60,83,2,South Australia,43.40216517193746,0,0
-27.0,130.5,0.0439808825906809,481.2,0.3109981,468.8222,125.3,8,59,46,60,83,2,South Australia,39.66662564402817,0,0
-27.0,130.75,0.0473014963906843,464.5,0.30166835,469.9647,125.3,9,54,41,59,83,1,South Australia,37.86142877308751,0,0
-27.0,131.0,0.0401266221410402,448.5,0.3045365,470.72128,125.3,10,63,42,58,83,2,South Australia,40.457267571184374,0,0
-27.0,131.25,0.0274211823153087,433.4,0.31158742,470.46002,127.6,11,76,47,59,84,4,South Australia,44.716778723154526,0,0
-27.0,131.5,0.0211129558926803,419.2,0.3143221,470.26486,134.4,12,82,48,59,85,5,South Australia,46.55261382403243,0,0
-27.0,131.75,0.017917996498623,406.0,0.334044,469.67413,145.0,13,86,60,59,87,6,South Australia,50.25785670092154,0,0
-27.0,132.0,0.0129871363064185,393.9,0.3487967,470.48978,158.5,14,90,67,59,89,7,South Australia,53.676354146308384,0,0
-27.0,132.25,0.0200734423684133,383.1,0.39087614,470.48163,144.8,15,83,80,59,87,6,South Australia,54.50787060805402,0,0
-27.0,132.5,0.0372485539654181,373.6,0.39213368,470.9957,134.3,15,67,81,58,85,6,South Australia,51.27144262310526,0,0
-27.0,132.75,0.0542048442690256,365.6,0.36997557,471.27536,127.6,16,46,75,58,84,4,South Australia,46.40265392644804,0,0
-27.0,133.0,0.0739713458527278,359.1,0.35080373,472.7822,124.9,17,32,68,57,83,0,South Australia,42.01355077381939,0,0
-27.0,133.25,0.0867159428623771,354.2,0.37523332,474.2375,120.4,17,27,76,56,82,0,South Australia,42.18149360986845,0,0
-27.0,133.5,0.0930461328299272,351.0,0.36757642,475.651,120.1,18,24,74,54,82,1,South Australia,41.445942404218066,0,0
-27.0,133.75,0.0993867521420941,349.6,0.34703243,476.05533,120.5,18,23,67,54,82,0,South Australia,40.21061153514219,0,0
-27.0,134.0,0.1071672004353742,341.6,0.34576705,476.68793,121.7,19,22,66,53,82,1,South Australia,40.10182390130879,0,0
-27.0,134.25,0.1056352795833455,331.6,0.35796922,476.2433,104.9,20,22,71,54,76,1,South Australia,40.85487629644767,0,0
-27.0,134.5,0.1111626605355663,323.1,0.34969988,476.2213,83.9,21,21,68,54,68,1,South Australia,39.28237375720487,0,0
-27.0,134.75,0.1123497070722459,316.3,0.34057844,475.87033,65.4,21,21,64,54,59,0,South Australia,37.12550452599323,0,0
-27.0,135.0,0.1118960673105902,311.2,0.32772332,476.32806,46.2,22,21,57,54,47,0,South Australia,34.272560990034755,0,0
-27.0,135.25,0.1065280039739307,307.9,0.3329106,477.7097,31.4,22,22,60,52,36,0,South Australia,33.30281982640438,0,0
-27.0,135.5,0.0995900886504733,306.5,0.32024997,479.02737,29.3,23,23,52,51,34,0,South Australia,31.563626005897518,0,0
-27.0,135.75,0.0931731159294334,307.0,0.30682793,479.998,29.2,22,24,44,50,34,0,South Australia,30.128066745562535,0,0
-27.0,136.0,0.0818633067066825,309.4,0.29837993,481.88876,17.7,22,29,40,49,23,1,South Australia,28.426215973502774,0,0
-27.0,136.25,0.0787737632070535,313.6,0.30240563,482.76465,2.9,22,30,41,48,5,1,South Australia,26.19473831432255,0,0
-27.0,136.5,0.0778232968872457,319.7,0.30492112,484.70734,3.1,21,30,43,47,5,1,South Australia,26.18500992398414,0,0
-27.0,136.75,0.0758457993961028,327.4,0.30386356,486.4629,0.0,20,31,42,45,1,0,South Australia,25.286720318024148,0,0
-27.0,137.0,0.070757402752393,336.7,0.30705002,489.2945,0.0,19,34,44,42,1,0,South Australia,25.41938908717279,0,0
-27.0,137.25,0.0584961372350032,347.4,0.30512118,489.7715,0.0,18,42,43,42,1,1,South Australia,26.018582489901863,0,0
-27.0,137.5,0.0465951335705107,359.4,0.30945253,491.2287,0.0,17,55,45,40,1,0,South Australia,29.05481419482561,0,0
-27.0,137.75,0.0330910839251286,372.7,0.31269184,493.43164,0.0,16,71,47,38,1,1,South Australia,31.91038370164319,0,0
-27.0,138.0,0.0235520004303128,386.2,0.3229047,493.0464,0.0,15,80,54,38,1,2,South Australia,35.083301582215654,0,0
-27.0,138.25,0.015246960973101,395.4,0.32778618,494.81088,0.0,14,88,57,36,1,2,South Australia,36.49319554196773,0,0
-27.0,138.5,0.0061888291359147,395.4,0.32576454,494.34363,9.2,14,95,56,37,14,3,South Australia,40.0573161221455,0,0
-27.0,138.75,-0.0021732210979929,396.7,0.33173835,492.13153,31.6,14,99,59,39,36,6,South Australia,44.42376696925476,0,0
-27.0,139.0,-0.0116618952359117,399.6,0.32920143,490.031,44.0,13,91,58,41,46,3,South Australia,44.01998452018332,0,0
-27.0,139.25,-0.0106469817370885,403.9,0.3316253,491.0308,61.2,13,92,59,40,56,3,South Australia,45.548368777765326,0,0
-27.0,139.5,-0.0067165529554975,409.5,0.32869703,492.06763,36.7,13,95,58,39,40,3,South Australia,43.69404928827095,0,0
-27.0,139.75,-0.0013818835870811,416.5,0.32576168,493.81442,12.2,12,99,56,37,17,3,South Australia,40.02498413798258,0,0
-27.0,140.0,-0.0011441923312044,421.9,0.32482913,494.41287,0.0,12,100,55,37,1,2,South Australia,37.65294371738196,0,0
-27.0,140.25,-0.002260375062802,397.5,0.31316808,494.2192,0.0,14,99,48,37,1,1,South Australia,37.071622750322305,0,0
-27.0,140.5,-0.008234779944732,373.1,0.3113348,495.10165,0.0,15,94,46,35,1,1,South Australia,36.24953333975999,0,0
-27.0,140.75,-0.0151654813887684,348.7,0.3121095,493.96036,0.0,18,88,47,37,1,1,South Australia,36.59674057322382,0,0
-27.0,141.0,-0.0273421712131017,324.4,0.32683662,492.38266,0.0,20,76,56,39,1,3,Queensland,36.746155162115464,0,0
-27.0,141.25,-0.0297635912096926,300.0,0.33573756,492.59558,24.6,23,74,61,39,29,3,Queensland,42.1965989414212,0,0
-27.0,141.5,-0.0242086436821236,275.8,0.32616383,492.62595,49.1,26,79,56,39,49,4,Queensland,46.69874530718224,0,0
-27.0,141.75,-0.0134487665506596,251.5,0.31475413,491.6494,73.6,30,90,49,40,63,3,Queensland,51.109025977802645,0,0
-27.0,142.0,-0.0144071339723831,227.4,0.3013884,491.66745,98.1,33,89,41,40,74,5,Queensland,52.018961467928804,0,0
-27.0,142.25,-0.0195941472847369,203.3,0.31640077,491.20157,122.6,37,84,50,40,83,6,Queensland,56.13846271103946,0,0
-27.0,142.5,-0.0218524480482474,179.4,0.3271321,490.3882,147.1,41,82,57,41,88,7,Queensland,59.66135063598617,1,1
-27.0,142.75,-0.0125517351131531,155.7,0.31974196,489.16992,171.6,45,90,52,42,91,7,Queensland,62.20392593557749,1,1
-27.0,143.0,-0.0098843464228723,132.2,0.31430504,490.234,155.3,50,92,48,41,89,7,Queensland,63.42031300248329,1,1
-27.0,143.25,-0.0175816354474851,109.3,0.31642002,490.03656,138.5,55,86,50,41,86,7,Queensland,64.09277264362564,1,1
-27.0,143.5,-0.0240535474685852,87.2,0.34670946,487.953,124.1,60,80,67,44,83,7,Queensland,68.2223609191686,1,1
-27.0,143.75,-0.0234132809697517,66.9,0.37551883,486.67078,113.3,66,80,76,45,79,8,Queensland,71.69380616864113,1,1
-27.0,144.0,-0.0101996500022886,50.5,0.36713928,485.56195,106.7,70,92,74,46,77,8,Queensland,75.28640007533424,1,1
-27.0,144.25,-0.0104879970872952,42.8,0.35582823,485.6389,104.8,73,92,70,46,76,8,Queensland,75.71600845900967,1,1
-27.0,144.5,-0.010293579689148,42.5,0.3609171,483.521,107.7,73,92,72,48,77,9,Queensland,76.17201798086437,1,1
-27.0,144.75,-0.0032514422250512,40.5,0.34278145,481.69595,100.6,73,98,65,49,75,8,Queensland,75.8132652535245,1,1
-27.0,145.0,0.0107357032985116,39.9,0.29924604,480.38342,96.1,74,92,40,50,73,8,Queensland,69.35733806353076,1,1
-27.0,145.25,0.0270776932127773,39.1,0.25502464,479.13983,97.3,74,77,28,51,74,7,Queensland,64.16851086635856,1,1
-27.0,145.5,0.0301795355266048,39.2,0.23977521,478.53815,104.4,74,74,24,52,76,7,Queensland,63.03970547139732,1,1
-27.0,145.75,0.0293599414057098,27.5,0.23308633,479.0746,116.2,79,74,23,51,80,7,Queensland,65.33997350154985,1,1
-27.0,146.0,0.0405113114864521,3.1,0.23109323,478.27124,113.9,96,63,22,52,79,5,Queensland,69.93963884405686,1,1
-27.0,146.25,0.0503000428922296,21.2,0.23296699,477.70468,93.1,82,51,23,52,72,5,Queensland,60.48062427230316,1,1
-27.0,146.5,0.0680541394670615,44.9,0.24000666,477.34756,74.7,72,35,24,53,64,3,Queensland,52.80266070299645,0,0
-27.0,146.75,0.0823576945634115,66.4,0.24141465,476.734,60.8,66,28,24,53,56,1,Queensland,47.869482544124445,0,0
-27.0,147.0,0.0929477510463801,64.9,0.23672515,476.68677,54.8,66,25,24,53,52,0,Queensland,46.60400594162341,0,0
-27.0,147.25,0.0977973039616786,64.1,0.23272853,476.28122,55.1,66,23,23,54,52,1,Queensland,46.37209498036168,0,0
-27.0,147.5,0.1022482623235278,60.9,0.22939199,475.5817,65.1,67,22,22,54,59,1,Queensland,47.10459907689766,0,0
-27.0,147.75,0.1053026124014563,57.5,0.22924903,474.94336,70.9,68,22,22,55,62,2,Queensland,48.044043057094605,0,0
-27.0,148.0,0.1030625497506532,54.3,0.22707804,474.51022,78.2,69,22,22,55,65,3,Queensland,48.80519857913683,0,0
-27.0,148.25,0.1031312158979874,46.5,0.22722468,473.8604,91.6,71,22,22,56,72,4,Queensland,50.74827832188592,0,0
-27.0,148.5,0.1010325660751689,46.7,0.23271818,473.79398,108.9,71,23,23,56,78,5,Queensland,52.319087449535175,0,0
-27.0,148.75,0.0991002623701379,26.5,0.23498191,473.55353,96.3,79,23,23,56,73,5,Queensland,54.406482248786716,0,0
-27.0,149.0,0.0994549542000251,7.2,0.23518883,473.5564,73.5,92,23,23,56,63,3,Queensland,58.48405901088882,1,1
-27.0,149.25,0.1046443530713163,16.7,0.21920027,472.18875,52.3,85,22,21,57,51,1,Queensland,53.31451319515949,0,0
-27.0,149.5,0.1019017537545767,41.0,0.21845916,470.63437,35.7,73,23,20,58,39,0,Queensland,46.49368572806093,0,0
-27.0,149.75,0.0992873049707018,41.4,0.2213421,468.74466,31.6,73,23,21,60,36,0,Queensland,46.37008121794536,0,0
-27.0,150.0,0.0970918695752819,22.3,0.22082388,465.85944,41.4,81,24,21,62,43,1,Queensland,51.02111419128036,0,0
-27.0,150.25,0.0955500290846213,8.1,0.2238476,462.62845,60.2,91,24,21,65,55,3,Queensland,57.061249410491214,0,1
-27.0,150.5,0.0933815254105,12.5,0.21861517,458.72238,69.0,88,24,20,68,61,3,Queensland,56.432569100104466,0,0
-27.0,150.75,0.1009653790210861,3.4,0.22064075,456.05484,50.1,96,23,21,70,50,2,Queensland,58.0701344210854,0,0
-27.0,151.0,0.0997679736953051,6.6,0.23525435,454.65338,38.1,92,23,23,71,41,2,Queensland,55.86836908312819,0,0
-27.0,151.25,0.1005443085583725,18.3,0.26774737,453.87198,29.9,84,23,31,71,35,4,Queensland,53.384721714131764,0,0
-27.0,151.5,0.0910589143132147,24.4,0.2553946,451.75342,10.8,80,25,28,73,15,3,Queensland,48.477315407009016,0,0
-27.0,151.75,0.0874028625920237,23.6,0.20977272,442.6381,8.0,81,26,19,79,12,1,Queensland,47.335283637825476,0,0
-27.0,152.0,0.089915171826613,0.5,0.1447274,431.7051,21.3,100,25,9,84,26,3,Queensland,54.991875767600895,0,0
-27.0,152.25,0.1066255233760568,9.7,0.112637095,421.99786,26.3,90,22,4,87,31,2,Queensland,50.33626327331248,0,0
-27.0,152.5,0.1114958100641767,4.8,0.09112151,413.63474,12.1,94,21,3,90,17,3,Queensland,49.48833421522119,0,0
-27.0,152.75,0.0921078889621726,7.9,0.08698723,408.37738,7.6,91,25,2,91,12,4,Queensland,48.315446172821346,0,0
-27.0,153.0,0.0719409957783119,8.0,0.14844076,405.95905,6.3,91,33,9,92,10,5,Queensland,50.83029920381674,0,0
-27.25,114.0,0.0257583568648745,176.4,0.5072945,483.018,2.2,42,78,100,48,4,10,Western Australia,55.43641027200819,0,0
-27.25,114.25,0.0245946252940311,169.5,0.45364192,485.0539,5.5,43,79,96,46,9,6,Western Australia,55.659262502270245,0,0
-27.25,114.5,0.0212587240013471,165.8,0.42121196,485.1072,16.6,44,82,88,46,22,7,Western Australia,57.13157111435026,0,0
-27.25,114.75,0.022573361125385,165.6,0.39092475,485.17206,5.9,44,81,80,46,10,6,Western Australia,53.59700107801954,0,0
-27.25,115.0,0.0214132838569293,168.7,0.36344877,484.90698,0.0,43,82,73,46,1,4,Western Australia,50.87470889730974,0,0
-27.25,115.25,0.0243771184490816,171.4,0.38866273,484.77252,3.6,43,79,80,46,6,5,Western Australia,52.54233637672787,0,0
-27.25,115.5,0.0255382286806014,177.4,0.45702305,487.0815,18.1,42,78,96,44,23,5,Western Australia,57.317517917599346,0,0
-27.25,115.75,0.0250073534037385,186.4,0.47518662,486.9901,42.4,40,79,99,44,45,10,Western Australia,60.37531254635368,1,1
-27.25,116.0,0.0261047055462508,191.1,0.46590635,488.7263,66.8,39,78,98,43,60,6,Western Australia,61.82098180438778,1,1
-27.25,116.25,0.0300197758090992,180.7,0.4702132,489.77087,91.2,41,74,98,42,71,8,Western Australia,63.64624234429757,1,1
-27.25,116.5,0.0400202765062983,173.1,0.47466585,490.40665,114.2,42,63,99,41,79,8,Western Australia,63.36822536051756,1,1
-27.25,116.75,0.0428819776584749,168.7,0.4756406,490.60257,137.3,43,60,99,41,86,8,Western Australia,64.02729328686225,1,1
-27.25,117.0,0.0466728000812942,167.8,0.47112882,489.98254,160.7,43,55,99,41,90,7,Western Australia,63.3471590403337,1,1
-27.25,117.25,0.0529171250682945,170.3,0.46234444,489.2593,184.5,43,47,97,42,93,7,Western Australia,61.92366083340295,1,1
-27.25,117.5,0.0558041454714146,176.2,0.45438758,488.18903,208.4,42,44,96,43,96,8,Western Australia,61.276653354143896,1,1
-27.25,117.75,0.0576449362727414,185.2,0.443595,485.8448,230.5,40,43,94,46,97,9,Western Australia,60.635484956635544,1,1
-27.25,118.0,0.0543957743145559,196.7,0.44912994,484.1277,249.3,38,46,95,47,98,10,Western Australia,60.43435394707304,1,1
-27.25,118.25,0.0520532175976162,210.4,0.45677048,483.66565,228.7,36,48,96,47,97,10,Western Australia,59.90599200790059,1,1
-27.25,118.5,0.0496012970461465,189.0,0.46314818,481.62982,204.3,40,52,98,49,95,9,Western Australia,62.61323179628892,1,1
-27.25,118.75,0.0488421312832672,164.6,0.45520687,481.64795,179.8,44,53,96,49,92,10,Western Australia,63.794732471853536,1,1
-27.25,119.0,0.046825965542701,140.1,0.45127434,480.07825,155.5,48,55,95,50,89,10,Western Australia,65.23994164534474,1,1
-27.25,119.25,0.0436552760105336,115.7,0.44952196,479.18326,131.1,54,59,95,51,85,9,Western Australia,68.02926520940292,1,1
-27.25,119.5,0.0450253216948892,91.2,0.4399988,478.97165,106.7,59,57,93,51,77,10,Western Australia,67.54456624260676,1,1
-27.25,119.75,0.0461937891818316,66.8,0.44043726,479.7324,82.4,66,56,93,51,67,8,Western Australia,68.66476611196474,1,1
-27.25,120.0,0.0489371608998183,42.3,0.4435348,479.1956,58.2,73,52,94,51,54,8,Western Australia,69.3287204564858,1,1
-27.25,120.25,0.05092853439107,17.8,0.44589952,479.41403,34.4,84,50,94,51,38,7,Western Australia,70.69528671657363,1,1
-27.25,120.5,0.0539182082494898,2.8,0.44875693,479.7758,10.8,97,46,95,51,15,6,Western Australia,71.67669431615629,1,1
-27.25,120.75,0.0527547140356286,17.1,0.44144803,479.4097,0.8,85,48,93,51,2,6,Western Australia,65.23528276844777,1,1
-27.25,121.0,0.0466876232630706,41.6,0.43979257,479.04044,13.9,73,55,93,51,19,7,Western Australia,64.17354132096108,1,1
-27.25,121.25,0.0361456273023837,66.0,0.45434925,478.9039,38.4,66,68,96,51,41,7,Western Australia,67.98879410819852,1,1
-27.25,121.5,0.0249307983687945,90.5,0.4763744,478.88748,62.8,60,79,99,51,58,11,Western Australia,70.80673058943306,1,1
-27.25,121.75,0.0304333452567724,114.9,0.4701916,479.5768,78.0,54,73,98,51,65,8,Western Australia,67.79127888769015,1,1
-27.25,122.0,0.0432234086999891,139.4,0.4252165,478.91083,53.7,48,59,89,51,52,7,Western Australia,59.15977240362565,1,1
-27.25,122.25,0.0549811124801635,163.1,0.38723576,478.06152,29.4,44,45,79,52,34,5,Western Australia,50.23726780666083,0,0
-27.25,122.5,0.0563200261576899,185.7,0.3489403,477.41895,6.8,40,44,67,53,11,5,Western Australia,42.35938838382105,0,0
-27.25,122.75,0.0554281171766065,208.6,0.34031978,477.6196,5.0,36,45,64,53,9,5,Western Australia,40.101945811742944,0,0
-27.25,123.0,0.0513064375673864,231.7,0.3354811,477.6827,14.2,33,49,61,52,19,4,Western Australia,40.90648631131569,0,0
-27.25,123.25,0.0451326177929461,255.1,0.34462202,477.93982,38.1,29,57,66,52,41,4,Western Australia,45.1926824402895,0,0
-27.25,123.5,0.0447713983733029,278.6,0.3549588,478.28967,62.4,26,58,70,52,58,5,Western Australia,47.13090114511492,0,0
-27.25,123.75,0.0475405048578977,302.3,0.3837746,477.88132,64.9,23,54,78,52,59,4,Western Australia,47.14312700359093,0,0
-27.25,124.0,0.0460044770701123,326.0,0.39749062,476.99725,59.7,20,56,82,53,55,4,Western Australia,46.56901174194856,0,0
-27.25,124.25,0.04020645099559,349.9,0.40065768,476.56238,59.7,18,63,83,53,55,4,Western Australia,47.31385557403395,0,0
-27.25,124.5,0.0315366793124537,373.8,0.4051895,475.54477,59.7,15,72,84,54,55,3,Western Australia,48.09754280579536,0,0
-27.25,124.75,0.0348096067673482,397.8,0.4249235,476.1872,60.2,14,69,89,54,55,3,Western Australia,48.31534244012583,0,0
-27.25,125.0,0.0432558394130735,421.8,0.43152806,476.56833,68.0,12,59,91,53,61,5,Western Australia,46.73219634541105,0,0
-27.25,125.25,0.0469195070210844,445.9,0.43288177,476.73148,82.5,10,55,91,53,67,4,Western Australia,45.630753858774014,0,0
-27.25,125.5,0.0467692851665474,470.0,0.41564506,476.27377,84.0,8,55,87,54,68,3,Western Australia,44.73523429193908,0,0
-27.25,125.75,0.0419478080473795,494.1,0.39593697,476.06482,84.0,7,61,82,54,68,4,Western Australia,44.500921914830876,0,0
-27.25,126.0,0.0418147331070421,518.2,0.39148363,476.42053,84.0,6,61,80,54,68,3,Western Australia,43.327742444912964,0,0
-27.25,126.25,0.0391392657134149,542.4,0.3808521,477.61166,84.0,5,64,78,53,68,3,Western Australia,43.51133298902195,0,0
-27.25,126.5,0.0423033316625237,566.6,0.36972788,476.18173,84.0,4,61,75,54,68,2,Western Australia,41.4891542060988,0,0
-27.25,126.75,0.0516433816702504,590.8,0.34408364,475.84677,87.4,3,49,65,54,70,1,Western Australia,37.17018005374806,0,0
-27.25,127.0,0.0640547977272598,615.0,0.3173807,476.64966,97.0,2,38,50,53,74,0,Western Australia,32.11789418555662,0,0
-27.25,127.25,0.0709700492809393,639.2,0.29962853,474.4789,111.3,2,33,40,55,78,0,Western Australia,29.756293919516175,0,0
-27.25,127.5,0.0579643324492887,663.4,0.29092252,473.02026,128.6,1,42,37,57,84,0,Western Australia,31.57717650381541,0,0
-27.25,127.75,0.0326931284441213,687.7,0.32160288,471.6459,147.9,1,71,53,58,88,1,Western Australia,41.34890742482225,0,0
-27.25,128.0,0.029996521877391,690.9,0.34790438,470.7752,137.7,1,74,67,58,86,1,Western Australia,44.66886850537086,0,0
-27.25,128.25,0.0474314572533503,670.2,0.3339212,469.62317,121.7,1,54,60,59,82,1,Western Australia,38.19346534143826,0,0
-27.25,128.5,0.0628284245394059,649.9,0.2992556,469.50458,108.7,1,39,40,59,78,0,Western Australia,30.937138487547845,0,0
-27.25,128.75,0.058787359075532,629.9,0.28289157,468.89188,100.2,2,42,34,60,75,0,Western Australia,30.298391763767818,0,0
-27.25,129.0,0.0326599585934586,610.2,0.30508658,467.75534,97.1,2,71,43,61,74,1,Western Australia,37.74298537778153,0,0
-27.25,129.25,0.0185438841581344,590.9,0.3296227,466.6872,97.3,3,85,58,61,74,2,South Australia,43.934294328544475,0,0
-27.25,129.5,0.0194505206275997,572.0,0.34232274,466.26514,97.4,4,84,65,62,74,2,South Australia,45.441347383647475,0,0
-27.25,129.75,0.0274081163147153,553.6,0.3469942,465.99042,97.4,4,76,67,62,74,2,South Australia,44.489489006011674,0,0
-27.25,130.0,0.0248949962817797,535.7,0.37913007,465.9582,97.4,5,79,77,62,74,4,South Australia,47.6489565827341,0,0
-27.25,130.25,0.0288982345733702,518.4,0.37377948,465.7708,97.4,6,75,76,62,74,3,South Australia,46.49556900744492,0,0
-27.25,130.5,0.0370644913498489,501.7,0.33770224,465.9748,97.2,7,67,62,62,74,2,South Australia,42.534843898260704,0,0
-27.25,130.75,0.049533097464813,485.7,0.30838937,467.138,97.3,7,52,44,61,74,1,South Australia,36.27313838051871,0,0
-27.25,131.0,0.0419936212406138,470.5,0.30578715,467.77737,97.2,8,61,43,61,74,2,South Australia,38.205260125149046,0,0
-27.25,131.25,0.0347240353446631,456.1,0.31158766,468.00406,100.2,9,69,47,60,75,2,South Australia,40.95190350127571,0,0
-27.25,131.5,0.029233519023373,442.7,0.30948967,467.25168,108.7,10,75,45,61,78,4,South Australia,42.73534202913386,0,0
-27.25,131.75,0.034602979910449,430.2,0.30973834,466.76303,121.6,11,69,45,61,82,3,South Australia,42.94604623128768,0,0
-27.25,132.0,0.0328238668047734,418.9,0.31004512,467.71707,137.3,12,71,45,61,86,4,South Australia,44.11876863836151,0,0
-27.25,132.25,0.0371991531746018,408.8,0.3410292,467.67392,121.3,13,67,64,61,82,4,South Australia,46.75898987094771,0,0
-27.25,132.5,0.0394616252676184,399.9,0.338258,468.426,108.6,13,64,63,60,77,3,South Australia,45.10748206335867,0,0
-27.25,132.75,0.0560613497865796,389.0,0.312354,468.85422,100.2,14,44,47,60,75,1,South Australia,38.01195685615589,0,0
-27.25,133.0,0.0732441525690124,372.5,0.33693016,469.71085,97.3,16,32,62,59,74,0,South Australia,39.2249530741624,0,0
-27.25,133.25,0.0856003051291086,356.9,0.36215284,470.8681,92.5,17,27,72,58,72,0,South Australia,40.24068955352585,0,0
-27.25,133.5,0.0900342850122667,342.3,0.36141574,472.12482,92.1,18,25,72,57,72,0,South Australia,40.21735872154128,0,0
-27.25,133.75,0.0955856829859493,328.8,0.38336337,472.95074,92.4,20,24,78,57,72,2,South Australia,41.57408015345642,0,0
-27.25,134.0,0.1052963780793583,316.6,0.3801557,473.92175,93.9,21,22,77,56,73,2,South Australia,41.82587301222904,0,0
-27.25,134.25,0.1220207018201195,305.8,0.359185,475.5043,101.0,23,20,71,54,75,0,South Australia,41.35826601525868,0,0
-27.25,134.5,0.1247415639340899,296.6,0.34639114,475.38333,102.3,24,20,66,54,76,0,South Australia,40.610774989841545,0,0
-27.25,134.75,0.1292257515403131,289.2,0.3410482,475.2662,83.1,25,20,64,55,67,1,South Australia,39.781047639100656,0,0
-27.25,135.0,0.1277574003981759,283.6,0.3328008,475.67352,67.6,25,20,60,54,60,0,South Australia,37.73460488531517,0,0
-27.25,135.25,0.1196726065639051,280.0,0.3325014,476.33994,58.5,26,21,60,54,55,1,South Australia,37.33850658711739,0,0
-27.25,135.5,0.1114743858355463,278.4,0.33152983,476.46036,57.4,26,21,59,53,54,0,South Australia,37.1093911459323,0,0
-27.25,135.75,0.10403010582252,279.0,0.3121454,477.87842,52.1,26,22,47,52,51,2,South Australia,34.161980117900676,0,0
-27.25,136.0,0.1057853791685331,281.6,0.30561247,479.25034,35.5,26,22,43,51,39,1,South Australia,31.549756807270708,0,0
-27.25,136.25,0.100384883911881,286.3,0.30182785,480.03427,30.9,25,23,41,50,36,1,South Australia,30.519826832780545,0,0
-27.25,136.5,0.1003104014277813,292.9,0.29726014,481.98038,22.4,24,23,39,49,27,0,South Australia,28.358283310559273,0,0
-27.25,136.75,0.0958556105682094,301.2,0.2984736,485.53424,3.3,23,24,40,46,6,0,South Australia,25.310851663359,0,0
-27.25,137.0,0.0851402023123921,311.3,0.2995212,488.08853,0.0,22,27,40,43,1,0,South Australia,24.1777152565286,0,0
-27.25,137.25,0.0712803128630011,322.8,0.30796206,489.81625,0.0,21,33,44,42,1,0,South Australia,26.213455773509438,0,0
-27.25,137.5,0.0554191548310752,335.7,0.30736175,491.53677,0.0,19,45,44,40,1,0,South Australia,27.25098655901402,0,0
-27.25,137.75,0.0420888022278502,349.4,0.3123464,492.83295,0.0,18,61,47,38,1,0,South Australia,30.88048207229708,0,0
-27.25,138.0,0.0302362345314274,362.3,0.3218671,493.12735,0.0,17,74,53,38,1,2,South Australia,34.37412530757931,0,0
-27.25,138.25,0.0206905802623147,367.4,0.32291108,494.12552,0.0,16,83,54,37,1,2,South Australia,35.734875665626724,0,0
